,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
26615,26615,140274,32675,5/17/2013 0:00,79,79,right,low,high,47,21,79,67,42,41,60,70,60,58,52,48,46,70,59,82,79,68,87,45,91,79,44,56,66,81,79,76,5,6,8,14,10
26616,26616,140274,32675,3/22/2013 0:00,79,79,right,low,high,47,21,79,67,42,41,60,70,60,58,52,48,46,70,59,82,79,68,87,45,91,79,44,56,66,81,79,76,5,6,8,14,10
26617,26617,140274,32675,3/8/2013 0:00,79,79,right,low,high,47,21,79,67,42,41,60,70,60,58,52,48,46,70,59,82,79,68,87,45,91,79,44,56,66,81,79,76,5,6,8,14,10
26618,26618,140274,32675,2/22/2013 0:00,79,79,right,low,high,47,21,79,67,42,41,60,70,60,58,52,48,46,70,59,82,79,68,87,45,91,79,44,56,66,81,79,76,5,6,8,14,10
26619,26619,140274,32675,2/15/2013 0:00,79,79,right,low,high,47,21,79,67,42,41,60,70,60,58,52,48,46,72,59,82,79,68,90,45,91,80,44,56,66,81,82,76,5,6,8,14,10
26620,26620,140274,32675,8/31/2012 0:00,80,80,right,low,high,47,21,79,67,42,41,60,70,60,58,52,48,46,72,59,82,79,68,90,45,91,81,44,56,66,83,84,78,5,6,8,14,10
26621,26621,140274,32675,2/22/2012 0:00,79,79,right,low,high,47,21,76,67,42,41,60,70,60,58,60,44,45,72,59,82,81,63,90,45,83,81,44,56,66,84,82,73,5,6,8,14,10
26622,26622,140274,32675,8/30/2011 0:00,78,78,right,low,high,47,21,76,67,42,41,60,70,60,58,60,44,45,72,59,82,81,63,90,45,83,76,44,56,66,84,82,73,5,6,8,14,10
26623,26623,140274,32675,2/22/2011 0:00,78,83,right,low,high,47,21,76,67,42,41,60,70,60,58,65,66,57,72,74,82,76,69,87,45,83,76,44,56,66,84,82,73,5,6,8,14,10
26624,26624,140274,32675,8/30/2010 0:00,79,86,right,low,high,56,21,76,67,42,41,60,71,60,63,65,66,57,77,81,82,76,74,87,45,83,81,44,56,66,85,83,75,5,6,8,14,10
26625,26625,140274,32675,8/30/2009 0:00,80,86,right,low,high,46,21,78,65,42,41,60,71,60,63,71,68,57,77,81,82,76,80,87,45,82,75,83,56,73,87,84,75,13,23,60,23,23
26626,26626,140274,32675,8/30/2008 0:00,80,85,right,low,high,55,23,81,64,42,40,60,76,68,77,74,67,57,76,81,81,76,79,74,44,71,74,85,56,72,88,92,75,13,23,68,23,23
26627,26627,140274,32675,8/30/2007 0:00,83,85,right,low,high,56,60,82,65,42,41,60,67,69,78,75,68,57,77,81,57,76,67,66,45,72,75,77,56,73,89,93,75,13,23,69,23,23
26628,26628,140274,32675,2/22/2007 0:00,82,84,right,low,high,55,59,81,64,42,40,60,72,68,77,74,67,57,76,81,56,76,66,65,44,71,75,77,56,72,88,92,75,13,16,68,14,11
26629,26629,193693,171968,2/22/2012 0:00,65,74,right,medium,medium,49,57,73,66,59,66,46,46,64,68,68,76,59,60,56,59,72,75,77,64,65,61,66,60,48,56,67,58,8,12,15,8,6
26630,26630,193693,171968,8/30/2011 0:00,65,67,right,medium,medium,49,57,73,66,59,66,46,46,64,68,68,76,59,60,56,59,72,75,77,64,65,61,66,60,48,56,67,58,8,12,15,8,6
26631,26631,193693,171968,8/30/2009 0:00,65,67,right,medium,medium,49,57,73,66,59,66,46,46,64,68,68,76,59,60,56,59,72,75,77,64,65,61,66,60,48,56,67,58,8,12,15,8,6
26632,26632,193693,171968,2/22/2007 0:00,65,67,right,medium,medium,49,57,73,66,59,66,46,46,64,68,68,76,59,60,56,59,72,75,77,64,65,61,66,60,48,56,67,58,8,12,15,8,6
26633,26633,205887,282276,9/21/2015 0:00,63,75,right,high,medium,38,64,62,62,61,59,46,38,33,66,75,76,57,64,63,56,65,67,71,53,40,24,62,58,66,23,22,20,14,16,12,12,15
26634,26634,205887,282276,9/18/2014 0:00,62,77,right,high,medium,37,63,61,61,60,58,45,37,32,65,75,76,57,63,63,55,65,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26635,26635,205887,282276,4/11/2014 0:00,62,77,right,high,medium,37,63,61,55,60,56,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26636,26636,205887,282276,2/7/2014 0:00,61,74,right,medium,low,37,63,61,55,60,53,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26637,26637,205887,282276,12/27/2013 0:00,61,74,right,medium,low,37,63,61,55,60,53,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26638,26638,205887,282276,11/15/2013 0:00,61,72,right,medium,low,37,63,61,55,60,53,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26639,26639,205887,282276,10/4/2013 0:00,61,72,right,medium,low,37,63,61,55,60,53,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26640,26640,205887,282276,9/20/2013 0:00,61,72,right,medium,low,37,63,61,55,60,53,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26641,26641,205887,282276,2/22/2007 0:00,61,72,right,medium,low,37,63,61,55,60,53,45,37,32,61,75,73,57,63,63,55,62,67,71,52,39,23,61,57,65,22,21,25,13,15,11,11,14
26642,26642,200091,200238,2/22/2012 0:00,61,67,right,medium,medium,54,43,26,46,54,68,48,37,43,65,93,91,92,59,81,48,81,60,29,34,22,23,59,47,41,20,22,18,5,6,5,5,7
26643,26643,200091,200238,8/30/2011 0:00,62,67,left,medium,medium,54,43,26,46,52,68,48,37,33,65,92,91,92,50,81,54,81,60,29,34,22,23,59,47,41,10,22,18,5,6,5,5,7
26644,26644,200091,200238,8/30/2010 0:00,62,67,left,medium,medium,54,43,26,46,52,68,48,37,33,65,87,85,87,50,39,54,62,60,41,34,22,23,59,47,41,10,22,18,5,6,5,5,7
26645,26645,200091,200238,2/22/2007 0:00,62,67,left,medium,medium,54,43,26,46,52,68,48,37,33,65,87,85,87,50,39,54,62,60,41,34,22,23,59,47,41,10,22,18,5,6,5,5,7
26646,26646,208603,312561,2/25/2016 0:00,60,69,right,medium,medium,39,62,67,50,46,52,40,38,42,56,76,75,62,54,62,66,70,56,70,45,29,14,56,47,58,23,17,16,7,13,12,6,7
26647,26647,208603,312561,9/21/2015 0:00,61,70,right,medium,medium,39,64,67,51,46,52,40,38,42,56,79,76,62,57,62,66,70,56,71,45,29,14,58,47,58,23,17,16,7,13,12,6,7
26648,26648,208603,312561,2/6/2015 0:00,60,69,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,57,22,25,25,6,12,11,5,6
26649,26649,208603,312561,10/24/2014 0:00,60,69,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,57,22,25,25,6,12,11,5,6
26650,26650,208603,312561,12/27/2013 0:00,60,69,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,57,22,25,25,6,12,11,5,6
26651,26651,208603,312561,11/29/2013 0:00,60,69,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,67,22,25,25,6,12,11,5,6
26652,26652,208603,312561,5/10/2013 0:00,60,69,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,67,22,25,25,6,12,11,5,6
26653,26653,208603,312561,3/22/2013 0:00,60,75,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,67,22,25,25,6,12,11,5,6
26654,26654,208603,312561,2/15/2013 0:00,60,77,right,medium,medium,38,63,66,50,45,51,39,37,41,55,79,76,62,56,62,65,70,56,71,44,28,25,57,46,67,22,25,25,6,12,11,5,6
26655,26655,208603,312561,8/31/2012 0:00,60,77,right,medium,medium,38,64,64,50,45,51,39,37,41,55,75,76,62,56,60,65,61,58,71,44,28,25,57,46,67,22,25,25,6,12,11,5,6
26656,26656,208603,312561,2/22/2007 0:00,60,77,right,medium,medium,38,64,64,50,45,51,39,37,41,55,75,76,62,56,60,65,61,58,71,44,28,25,57,46,67,22,25,25,6,12,11,5,6
26657,26657,198951,201939,5/19/2016 0:00,80,84,right,medium,medium,74,82,71,74,78,80,76,54,66,81,87,88,83,81,71,83,79,75,80,68,62,39,84,73,72,30,29,21,6,13,6,14,6
26658,26658,198951,201939,5/12/2016 0:00,80,84,right,medium,medium,74,80,71,75,78,79,76,54,66,81,87,88,83,81,71,84,79,75,80,68,62,39,84,73,72,30,29,21,6,13,6,14,6
26659,26659,198951,201939,4/28/2016 0:00,79,83,right,medium,medium,69,81,70,75,77,80,76,54,66,80,85,86,80,80,71,83,73,75,80,64,62,39,82,72,71,30,29,21,6,13,6,14,6
26660,26660,198951,201939,4/14/2016 0:00,79,83,right,medium,medium,69,81,70,75,77,80,76,54,66,80,85,84,80,80,71,83,73,75,82,64,62,39,82,72,71,30,29,21,6,13,6,14,6
26661,26661,198951,201939,2/25/2016 0:00,79,84,right,medium,medium,69,81,70,75,77,80,76,54,66,80,85,84,80,80,71,83,73,75,82,64,62,39,82,72,71,30,29,21,6,13,6,14,6
26662,26662,198951,201939,1/14/2016 0:00,79,84,right,medium,medium,69,81,70,75,77,80,76,54,66,80,85,84,80,80,71,83,73,75,82,64,62,39,82,72,71,30,29,21,6,13,6,14,6
26663,26663,198951,201939,1/7/2016 0:00,78,84,right,medium,medium,69,77,70,75,77,80,72,54,66,80,85,84,80,80,71,83,73,75,82,64,62,39,80,72,71,30,29,21,6,13,6,14,6
26664,26664,198951,201939,12/24/2015 0:00,78,84,right,medium,medium,70,77,70,75,75,80,70,54,66,79,82,86,78,80,71,83,73,75,82,64,62,39,80,72,71,30,29,21,6,13,6,14,6
26665,26665,198951,201939,11/19/2015 0:00,77,83,right,medium,medium,70,76,68,71,75,78,70,54,58,79,82,86,78,80,69,83,73,73,82,64,62,39,79,72,71,30,29,21,6,13,6,14,6
26666,26666,198951,201939,10/16/2015 0:00,76,82,right,medium,medium,70,72,68,71,69,75,62,54,58,81,82,86,76,80,69,78,73,73,79,64,62,39,76,72,71,30,29,21,6,13,6,14,6
26667,26667,198951,201939,9/21/2015 0:00,76,82,right,medium,medium,70,72,68,71,69,75,62,54,58,81,83,86,77,80,69,78,73,74,79,64,62,39,76,72,71,30,29,21,6,13,6,14,6
26668,26668,198951,201939,7/3/2015 0:00,69,75,right,high,medium,60,73,71,60,65,74,53,47,40,70,84,85,79,63,72,74,71,62,72,54,46,38,76,53,69,25,20,25,5,12,5,13,5
26669,26669,198951,201939,6/12/2015 0:00,69,75,right,high,medium,60,73,71,60,65,74,53,47,40,70,84,85,79,63,72,74,71,62,72,54,46,38,76,53,69,25,20,25,5,12,5,13,5
26670,26670,198951,201939,4/24/2015 0:00,69,75,right,high,medium,60,73,71,60,65,74,53,47,40,70,84,85,79,63,72,74,71,62,72,54,46,38,76,53,69,25,20,25,5,12,5,13,5
26671,26671,198951,201939,4/17/2015 0:00,69,75,right,high,medium,60,73,71,60,65,74,53,47,40,70,84,85,79,63,72,74,71,62,72,54,46,38,76,53,69,25,20,25,5,12,5,13,5
26672,26672,198951,201939,2/27/2015 0:00,69,78,right,high,medium,60,73,71,60,65,74,53,47,40,70,84,85,79,63,72,74,71,62,72,54,46,38,76,53,69,25,20,25,5,12,5,13,5
26673,26673,198951,201939,2/6/2015 0:00,72,78,right,medium,medium,60,73,71,60,65,74,53,47,40,70,84,85,79,63,72,74,71,62,72,54,46,38,76,53,69,25,20,25,5,12,5,13,5
26674,26674,198951,201939,1/30/2015 0:00,71,78,right,medium,medium,60,73,71,60,65,74,53,47,40,70,83,84,79,62,72,74,71,62,72,54,46,38,72,53,69,25,20,25,5,12,5,13,5
26675,26675,198951,201939,1/9/2015 0:00,70,77,right,medium,medium,60,70,71,60,65,72,53,47,40,70,83,84,79,62,72,74,71,62,70,54,46,38,70,53,69,25,20,25,5,12,5,13,5
26676,26676,198951,201939,11/14/2014 0:00,69,76,right,medium,medium,60,70,71,60,65,68,53,47,40,70,81,84,79,62,72,74,71,62,66,54,46,38,70,53,69,25,20,25,5,12,5,13,5
26677,26677,198951,201939,10/31/2014 0:00,69,76,right,medium,medium,60,70,71,60,65,68,53,47,40,70,81,84,79,62,72,74,71,62,66,54,46,38,70,53,69,25,20,25,5,12,5,13,5
26678,26678,198951,201939,10/2/2014 0:00,68,76,right,medium,medium,60,68,71,58,63,67,53,47,40,68,81,84,79,60,72,73,71,59,64,52,44,38,68,52,69,25,20,25,5,12,5,13,5
26679,26679,198951,201939,9/18/2014 0:00,68,76,right,medium,medium,60,69,71,59,63,67,53,47,40,68,81,84,79,61,72,73,71,59,64,52,44,38,69,52,69,25,20,25,5,12,5,13,5
26680,26680,198951,201939,1/24/2014 0:00,68,76,right,medium,medium,60,69,71,59,63,67,53,47,40,68,78,81,71,61,72,73,68,58,63,52,44,38,69,52,69,25,20,25,5,12,5,13,5
26681,26681,198951,201939,9/20/2013 0:00,68,76,right,medium,medium,60,69,71,59,63,67,53,47,40,68,78,81,71,61,72,73,68,58,63,52,44,38,69,52,69,25,20,25,5,12,5,13,5
26682,26682,198951,201939,5/17/2013 0:00,68,76,right,medium,medium,60,69,71,59,63,67,53,47,40,68,80,81,71,61,72,73,68,58,63,52,44,38,69,52,69,19,20,17,5,12,5,13,5
26683,26683,198951,201939,5/10/2013 0:00,68,76,right,medium,medium,60,69,71,59,63,67,53,47,40,68,80,81,71,61,72,73,68,58,63,52,44,38,69,52,69,19,20,17,5,12,5,13,5
26684,26684,198951,201939,5/3/2013 0:00,66,76,right,medium,medium,57,69,71,59,60,65,53,47,40,64,79,81,69,55,72,73,68,54,63,41,44,38,69,51,69,19,20,17,5,12,5,13,5
26685,26685,198951,201939,4/5/2013 0:00,66,76,right,medium,medium,56,69,71,59,60,64,53,47,40,64,79,81,68,55,72,73,68,54,63,41,44,38,69,51,69,19,20,17,5,12,5,13,5
26686,26686,198951,201939,8/31/2012 0:00,66,76,right,medium,medium,56,69,71,59,60,64,53,47,40,64,79,81,68,55,72,73,56,54,63,41,44,38,69,51,69,19,20,17,5,12,5,13,5
26687,26687,198951,201939,2/22/2012 0:00,64,78,right,medium,medium,56,68,71,59,60,62,53,47,40,60,72,75,68,55,72,73,56,54,47,41,44,38,64,51,69,19,20,17,5,12,5,13,5
26688,26688,198951,201939,8/30/2011 0:00,59,73,right,medium,medium,48,66,48,59,60,62,53,47,40,60,59,68,68,55,72,62,56,54,47,41,44,38,64,51,46,19,20,17,5,12,5,13,5
26689,26689,198951,201939,2/22/2011 0:00,59,76,right,medium,medium,48,66,48,59,60,62,53,47,40,60,64,67,63,55,51,62,56,54,47,41,44,38,63,46,46,19,20,17,5,12,5,13,5
26690,26690,198951,201939,8/30/2010 0:00,59,76,right,medium,medium,48,66,48,59,60,62,53,47,40,60,64,67,63,55,51,62,56,54,47,41,44,38,63,46,46,19,20,17,5,12,5,13,5
26691,26691,198951,201939,2/22/2007 0:00,59,76,right,medium,medium,48,66,48,59,60,62,53,47,40,60,64,67,63,55,51,62,56,54,47,41,44,38,63,46,46,19,20,17,5,12,5,13,5
26692,26692,4806,41194,3/3/2016 0:00,70,70,right,medium,medium,71,75,67,81,52,70,83,80,76,75,51,51,72,75,70,74,63,53,63,72,72,47,75,76,81,70,71,50,8,16,12,12,10
26693,26693,4806,41194,1/7/2016 0:00,71,71,right,medium,medium,71,75,67,81,52,73,83,80,76,78,51,51,72,75,70,74,63,53,63,72,72,47,75,76,81,70,71,50,8,16,12,12,10
26694,26694,4806,41194,9/21/2015 0:00,71,71,right,medium,medium,71,75,67,81,52,73,83,80,76,78,51,51,72,75,70,74,63,53,63,72,72,47,75,76,81,70,71,50,8,16,12,12,10
26695,26695,4806,41194,3/6/2015 0:00,71,71,right,medium,medium,70,74,66,80,51,72,82,79,78,77,51,51,72,74,70,73,63,53,63,71,71,46,74,75,80,69,70,49,7,15,11,11,9
26696,26696,4806,41194,10/17/2014 0:00,71,71,right,medium,medium,70,74,66,80,51,72,82,79,78,77,51,51,72,74,70,73,63,53,63,71,71,46,74,75,80,69,70,49,7,15,11,11,9
26697,26697,4806,41194,9/18/2014 0:00,71,71,right,medium,medium,70,74,66,80,51,72,82,79,78,77,51,51,72,74,70,73,63,53,63,71,71,46,74,75,80,69,70,49,7,15,11,11,9
26698,26698,4806,41194,2/21/2014 0:00,74,74,right,medium,medium,70,76,66,82,51,72,83,82,81,80,63,69,72,76,70,74,63,51,63,71,71,46,77,77,81,70,71,49,7,15,11,11,9
26699,26699,4806,41194,1/17/2014 0:00,74,74,right,medium,medium,70,76,66,82,51,72,83,82,81,80,63,69,72,76,70,74,63,51,63,71,71,46,77,77,81,70,71,49,7,15,11,11,9
26700,26700,4806,41194,9/20/2013 0:00,74,74,right,medium,medium,70,76,66,82,51,72,83,82,81,81,58,68,72,76,70,74,63,51,63,71,71,46,77,77,81,70,71,49,7,15,11,11,9
26701,26701,4806,41194,4/12/2013 0:00,74,74,right,medium,medium,70,76,66,82,51,72,83,82,81,81,65,69,72,76,70,74,63,55,63,71,71,46,77,77,81,70,71,49,7,15,11,11,9
26702,26702,4806,41194,3/1/2013 0:00,74,74,right,medium,medium,70,76,66,82,51,72,83,82,81,81,65,69,72,76,70,74,63,55,63,71,71,46,77,77,81,70,71,49,7,15,11,11,9
26703,26703,4806,41194,2/15/2013 0:00,73,73,right,medium,medium,70,76,66,82,51,66,83,82,81,81,65,69,64,76,70,74,63,55,63,71,71,46,77,77,81,70,71,49,7,15,11,11,9
26704,26704,4806,41194,8/31/2012 0:00,70,70,right,medium,medium,70,68,66,78,51,66,77,69,76,75,50,51,64,76,70,74,63,60,63,69,71,36,65,77,72,70,73,49,7,15,11,11,9
26705,26705,4806,41194,2/22/2012 0:00,68,68,right,medium,medium,70,68,66,74,51,66,77,69,75,74,50,51,61,74,70,74,63,61,63,69,71,36,62,72,72,70,73,49,7,15,11,11,9
26706,26706,4806,41194,8/30/2011 0:00,66,66,right,medium,medium,70,63,66,74,51,66,59,47,75,74,50,51,61,69,70,74,63,61,63,69,71,36,49,64,72,70,73,49,7,15,11,11,9
26707,26707,4806,41194,8/30/2010 0:00,66,78,right,medium,medium,68,61,64,72,49,64,67,45,73,72,75,73,67,67,64,72,61,69,54,67,69,34,47,62,70,68,71,47,7,15,11,11,9
26708,26708,4806,41194,8/30/2008 0:00,66,78,right,medium,medium,68,61,64,72,49,64,67,45,73,72,75,73,67,67,64,72,61,69,54,67,69,34,47,62,70,68,71,47,7,15,11,11,9
26709,26709,4806,41194,8/30/2007 0:00,69,78,right,medium,medium,68,61,64,72,49,64,67,45,73,72,75,73,67,67,64,72,61,69,54,67,69,34,47,62,70,68,71,47,7,15,11,11,9
26710,26710,4806,41194,2/22/2007 0:00,66,71,right,medium,medium,68,60,64,72,49,70,67,49,73,72,75,73,67,67,64,72,61,59,54,56,69,34,47,62,49,55,37,47,7,10,11,9,8
26711,26711,139561,39153,1/17/2014 0:00,61,61,right,medium,medium,25,25,25,25,25,25,25,25,25,23,25,25,24,62,22,26,39,25,77,25,26,25,25,25,32,25,25,25,60,62,56,66,57
26712,26712,139561,39153,9/20/2013 0:00,61,61,right,medium,medium,25,25,25,25,25,25,25,25,25,23,25,25,24,62,22,26,39,25,77,25,26,25,25,25,32,25,25,25,60,62,56,66,57
26713,26713,139561,39153,7/12/2013 0:00,64,64,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,32,62,32,26,59,36,83,10,51,21,11,36,32,11,10,19,64,63,58,67,64
26714,26714,139561,39153,6/7/2013 0:00,64,64,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,32,62,32,26,59,36,83,10,51,21,11,36,32,11,10,19,64,63,58,67,64
26715,26715,139561,39153,3/8/2013 0:00,64,64,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,32,62,32,26,59,36,83,10,51,21,11,36,32,11,10,19,64,63,58,67,64
26716,26716,139561,39153,2/15/2013 0:00,63,63,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,32,62,32,26,59,36,83,10,51,21,11,36,32,11,10,19,64,63,58,66,62
26717,26717,139561,39153,8/31/2012 0:00,63,63,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,32,62,32,26,59,36,89,10,51,21,11,36,32,11,10,19,64,63,58,66,62
26718,26718,139561,39153,2/22/2012 0:00,63,63,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,32,58,33,26,47,36,83,10,51,21,11,36,32,11,10,19,65,62,59,65,62
26719,26719,139561,39153,8/30/2011 0:00,62,62,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,52,58,33,26,47,36,76,10,51,21,11,36,32,11,10,19,61,62,57,65,62
26720,26720,139561,39153,2/22/2010 0:00,62,62,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,52,58,33,26,47,36,76,10,51,21,11,36,32,11,10,19,61,62,57,65,62
26721,26721,139561,39153,8/30/2008 0:00,62,62,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,42,52,58,33,26,47,36,76,10,51,21,11,36,32,11,10,19,61,62,57,65,62
26722,26722,139561,39153,8/30/2007 0:00,65,66,right,medium,medium,19,11,13,13,13,16,12,10,13,23,33,32,52,58,33,26,47,36,76,10,51,21,11,36,32,11,10,19,63,63,57,65,63
26723,26723,139561,39153,2/22/2007 0:00,56,59,right,medium,medium,19,11,13,13,13,16,12,51,55,13,33,32,52,48,33,26,47,36,26,10,51,21,11,36,32,11,10,19,54,65,55,64,54
26724,26724,169276,131486,2/22/2009 0:00,61,63,right,NA,_0,31,63,54,51,NA,61,NA,41,27,51,71,66,NA,62,NA,69,NA,56,65,60,47,43,50,NA,52,22,22,NA,5,22,27,22,22
26725,26725,169276,131486,8/30/2008 0:00,61,63,right,NA,_0,31,63,54,51,NA,61,NA,41,27,51,71,66,NA,62,NA,69,NA,56,65,60,47,43,50,NA,52,22,22,NA,5,22,27,22,22
26726,26726,169276,131486,2/22/2007 0:00,61,63,right,NA,_0,31,63,54,51,NA,61,NA,41,27,51,71,66,NA,62,NA,69,NA,56,65,60,47,43,50,NA,52,22,22,NA,5,22,27,22,22
26727,26727,215604,451982,4/28/2016 0:00,59,69,right,medium,medium,46,56,50,63,32,61,61,32,52,69,63,64,54,56,65,66,74,70,62,66,46,54,31,58,39,56,67,55,8,7,10,10,15
26728,26728,215604,451982,12/3/2015 0:00,60,70,right,medium,medium,46,56,50,63,32,61,61,32,52,69,63,64,54,56,65,66,74,70,62,66,46,54,31,58,39,56,67,55,8,7,10,10,15
26729,26729,215604,451982,11/6/2015 0:00,59,69,right,medium,medium,41,60,50,63,32,61,63,32,51,69,53,64,54,50,65,66,74,70,62,66,46,54,29,58,39,52,67,55,8,7,10,10,15
26730,26730,215604,451982,10/16/2015 0:00,54,64,right,medium,medium,36,60,50,62,32,61,63,32,41,69,53,64,40,50,65,66,74,70,62,66,44,48,29,28,39,46,61,55,8,7,10,10,15
26731,26731,215604,451982,9/21/2015 0:00,54,59,right,medium,medium,36,60,50,62,32,61,63,32,41,69,53,64,40,50,65,66,74,70,62,66,44,48,29,28,39,46,61,55,8,7,10,10,15
26732,26732,215604,451982,7/3/2015 0:00,52,57,right,medium,medium,35,59,49,61,31,60,62,31,40,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,45,60,54,7,6,9,9,14
26733,26733,215604,451982,6/12/2015 0:00,52,57,right,medium,medium,35,59,49,61,31,60,62,31,40,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,45,60,54,7,6,9,9,14
26734,26734,215604,451982,6/5/2015 0:00,52,57,right,medium,medium,35,59,49,61,31,60,62,31,40,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,45,60,54,7,6,9,9,14
26735,26735,215604,451982,5/8/2015 0:00,52,57,right,medium,medium,35,59,49,61,31,60,62,31,40,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,45,60,54,7,6,9,9,14
26736,26736,215604,451982,4/10/2015 0:00,52,57,right,medium,medium,35,59,49,61,31,60,62,31,40,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,45,60,54,7,6,9,9,14
26737,26737,215604,451982,2/27/2015 0:00,51,61,right,medium,medium,26,59,49,60,31,60,62,31,30,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,46,61,54,7,6,9,9,14
26738,26738,215604,451982,11/14/2014 0:00,51,64,right,medium,medium,26,59,49,60,31,60,62,31,30,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,46,61,54,7,6,9,9,14
26739,26739,215604,451982,9/18/2014 0:00,51,64,right,medium,medium,26,59,49,60,31,60,62,31,30,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,46,61,54,7,6,9,9,14
26740,26740,215604,451982,6/7/2013 0:00,51,64,right,medium,medium,26,59,49,60,31,60,62,31,30,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,46,61,54,7,6,9,9,14
26741,26741,215604,451982,2/22/2007 0:00,51,64,right,medium,medium,26,59,49,60,31,60,62,31,30,68,58,64,40,49,65,65,74,70,62,65,43,47,28,27,38,46,61,54,7,6,9,9,14
26742,26742,165243,46708,9/21/2015 0:00,71,71,right,medium,medium,77,48,72,68,19,53,32,37,74,66,54,68,55,64,69,52,70,67,75,47,68,71,51,53,48,75,69,69,11,13,13,7,9
26743,26743,165243,46708,5/8/2015 0:00,69,72,right,medium,medium,76,47,71,67,25,52,31,36,73,65,54,68,55,63,69,51,67,67,75,46,67,70,50,52,47,72,66,66,10,12,12,6,8
26744,26744,165243,46708,10/17/2014 0:00,68,68,right,medium,medium,76,47,71,67,25,52,31,36,73,65,54,68,55,63,69,51,67,67,69,46,67,70,50,52,47,70,69,66,10,12,12,6,8
26745,26745,165243,46708,10/10/2014 0:00,68,68,right,medium,medium,76,47,71,67,25,52,31,36,73,65,54,68,55,63,69,51,67,67,69,46,67,70,50,52,47,70,69,66,10,12,12,6,8
26746,26746,165243,46708,9/18/2014 0:00,68,71,right,medium,medium,76,47,71,67,25,52,31,36,73,65,54,68,55,63,69,51,67,67,69,46,67,70,50,52,47,70,69,66,10,12,12,6,8
26747,26747,165243,46708,9/20/2013 0:00,68,71,right,medium,medium,76,55,71,67,25,56,31,36,73,71,54,66,55,63,69,51,67,67,69,46,67,70,50,52,47,70,69,66,10,12,12,6,8
26748,26748,165243,46708,3/1/2013 0:00,68,71,right,medium,medium,76,55,71,67,18,56,31,36,73,71,65,66,55,63,69,51,67,67,69,46,67,70,50,52,47,70,69,66,10,12,12,6,8
26749,26749,165243,46708,2/22/2013 0:00,69,71,right,medium,medium,76,55,71,74,18,56,31,36,73,71,65,66,55,63,69,51,69,67,69,46,67,74,50,52,47,70,69,66,10,12,12,6,8
26750,26750,165243,46708,2/15/2013 0:00,65,71,right,medium,medium,76,55,58,74,18,56,31,36,73,71,65,66,41,63,69,51,66,67,65,46,67,71,50,52,47,66,65,60,10,12,12,6,8
